Rating;Reviews;Followers;Sentimiento
5.0;13.0;99.0;1
3.0;49.0;284.0;1
4.0;9.0;8.0;1
5.0;2.0;0.0;1
5.0;2.0;0.0;1
5.0;5.0;1.0;1
5.0;1.0;1.0;1
5.0;8.0;3.0;1
2.0;9.0;11.0;-1
1.0;3.0;1.0;-1
3.0;2.0;0.0;-1
1.0;2.0;1.0;-1
1.0;1.0;1.0;-1
1.0;12.0;1.0;-1
3.0;12.0;4.0;0
5.0;6.0;44.0;1
4.0;7.0;5.0;1
5.0;28.0;34.0;1
1.0;3.0;2.0;-1
3.0;11.0;8.0;1
5.0;12.0;2.0;1
1.0;3.0;3.0;-1
1.0;3.0;0.0;-1
4.0;4.0;3.0;-1
3.0;1.0;1.0;0
4.0;108.0;242.0;1
4.0;25.0;40.0;1
5.0;15.0;109.0;1
5.0;1.0;0.0;1
4.0;59.0;42.0;1
4.0;49.0;133.0;1
5.0;2.0;1.0;1
2.0;39.0;49.0;-1
4.0;33.0;145.0;1
4.0;20.0;41.0;1
1.0;2.0;0.0;-1
3.0;80.0;394.0;0
5.0;1.0;0.0;1
1.0;2.0;1.0;-1
5.0;1.0;2.0;1
5.0;28.0;64.0;1
4.0;22.0;10.0;1
5.0;85.0;191.0;-1
4.0;129.0;482.0;0
4.0;3.0;52.0;1
1.0;2.0;4.0;-1
4.0;6.0;1.0;1
4.0;119.0;598.0;1
3.0;14.0;3.0;0
3.0;3.0;0.0;0
4.0;7.0;1.0;-1
4.0;19.0;19.0;1
4.0;64.0;540.0;1
5.0;1.0;1.0;1
4.0;179.0;1877.0;1
1.0;2.0;1.0;-1
1.0;7.0;45.0;-1
4.0;47.0;193.0;0
2.0;7.0;1.0;-1
4.0;1.0;1.0;1
2.0;5.0;1.0;-1
3.0;50.0;326.0;0
5.0;10.0;93.0;0
5.0;8.0;1.0;1
1.0;2.0;1.0;-1
5.0;24.0;25.0;1
1.0;1.0;0.0;-1
5.0;1.0;1.0;1
3.0;139.0;259.0;0
4.0;13.0;24.0;1
1.0;3.0;1.0;-1
5.0;2.0;1.0;1
5.0;20.0;54.0;1
1.0;5.0;2.0;-1
1.0;2.0;17.0;-1
1.0;5.0;999.0;-1
4.0;7.0;215.0;1
2.0;66.0;131.0;-1
3.0;3.0;1.0;-1
1.0;1.0;0.0;-1
3.0;46.0;23.0;1
1.0;10.0;119.0;-1
5.0;17.0;13.0;1
4.0;85.0;301.0;1
5.0;35.0;27.0;1
4.0;30.0;7589.0;0
5.0;60.0;698.0;1
4.0;6.0;1.0;1
4.0;135.0;255.0;1
4.0;37.0;72.0;1
1.0;4.0;3.0;-1
1.0;5.0;11.0;-1
1.0;6.0;0.0;-1
4.0;19.0;39.0;1
1.0;1.0;1.0;-1
1.0;4.0;4.0;-1
3.0;1.0;1.0;-1
5.0;6.0;1.0;1
1.0;1.0;180.0;-1
1.0;6.0;44.0;-1
1.0;9.0;6.0;-1
3.0;6.0;3.0;0
3.0;76.0;64.0;0
4.0;8.0;0.0;0
4.0;20.0;14.0;1
4.0;12.0;14.0;1
5.0;2.0;0.0;1
3.0;4.0;5.0;-1
4.0;94.0;278.0;1
2.0;125.0;4642.0;0
5.0;18.0;36.0;1
3.0;6.0;3.0;-1
5.0;3.0;33.0;1
2.0;4.0;1.0;-1
5.0;192.0;2124.0;1
4.0;10.0;5.0;1
4.0;68.0;185.0;1
5.0;231.0;407.0;1
2.0;25.0;13.0;-1
5.0;18.0;18.0;1
5.0;2.0;4.0;1
5.0;20.0;123.0;1
5.0;3.0;47.0;1
5.0;20.0;27.0;-1
5.0;2.0;104.0;1
3.0;24.0;41.0;-1
1.0;2.0;1.0;-1
1.0;1.0;1.0;-1
4.0;4.0;1.0;1
4.0;10.0;23.0;1
5.0;1.0;0.0;1
4.0;45.0;82.0;1
3.0;1.0;38.0;0
5.0;2.0;26.0;1
4.0;86.0;2479.0;1
4.0;52.0;43.0;1
5.0;1.0;0.0;1
5.0;2.0;0.0;1
5.0;2.0;1.0;1
5.0;6.0;5.0;-1
5.0;12.0;40.0;0
4.0;29.0;16.0;0
5.0;1.0;0.0;1
4.0;59.0;197.0;1
5.0;1.0;0.0;1
4.0;87.0;137.0;1
3.0;207.0;299.0;0
5.0;3.0;6.0;1
4.0;118.0;771.0;1
3.0;30.0;66.0;-1
4.0;27.0;15.0;-1
5.0;1.0;39.0;1
5.0;2.0;8.0;1
5.0;6.0;0.0;1
5.0;7.0;5.0;1
1.0;22.0;17.0;-1
5.0;10.0;9.0;1
3.0;48.0;15.0;0
1.0;1.0;0.0;1
5.0;1.0;11.0;1
5.0;6.0;73.0;1
4.0;41.0;110.0;1
5.0;4.0;19.0;1
4.0;28.0;9.0;1
5.0;362.0;4102.0;1
4.5;108.0;242.0;1
4.0;34.0;53.0;1
5.0;2.0;32.0;1
3.0;61.0;26.0;0
5.0;2.0;0.0;1
2.0;10.0;2.0;-1
4.0;104.0;531.0;1
5.0;1.0;0.0;1
2.0;4.0;34.0;-1
4.0;4.0;1.0;1
5.0;72.0;1715.0;1
5.0;1.0;1.0;1
4.0;125.0;4642.0;1
3.0;20.0;7.0;-1
5.0;36.0;196.0;1
5.0;8.0;3.0;1
4.0;19.0;10.0;0
5.0;1.0;19.0;1
5.0;87.0;285.0;1
4.0;104.0;334.0;1
5.0;1.0;2.0;-1
4.0;45.0;122.0;1
1.0;1.0;0.0;-1
1.0;1.0;0.0;-1
5.0;91.0;191.0;1
5.0;1.0;10.0;1
4.0;34.0;7628.0;1
4.0;21.0;33.0;1
5.0;86.0;216.0;1
3.0;9.0;19.0;-1
5.0;6.0;45.0;1
4.0;7.0;29.0;1
4.0;10.0;296.0;1
4.0;34.0;50.0;1
4.0;62.0;1193.0;1
4.0;106.0;763.0;1
4.0;61.0;167.0;1
2.5;2.0;3.0;-1
5.0;9.0;35.0;1
4.0;2.0;3.0;0
3.0;19.0;9.0;0
4.0;8.0;13.0;1
4.0;2.0;23.0;1
5.0;3.0;1.0;1
4.0;1.0;1.0;1
5.0;12.0;5.0;1
5.0;6.0;5.0;1
5.0;62.0;57.0;1
4.0;22.0;52.0;1
2.0;7.0;64.0;-1
1.0;12.0;2.0;-1
5.0;1.0;2.0;1
3.0;10.0;3.0;-1
4.0;161.0;201.0;1
5.0;1.0;1.0;1
5.0;1.0;1.0;1
5.0;1.0;0.0;1
1.0;5.0;50.0;-1
5.0;1.0;0.0;1
1.0;7.0;4.0;-1
1.0;1.0;11.0;-1
4.0;13.0;3.0;0
3.0;5.0;1.0;1
4.0;8.0;19.0;0
1.0;2.0;1.0;-1
4.0;3.0;1.0;1
5.0;2.0;7.0;1
4.0;130.0;5533.0;1
5.0;1.0;0.0;1
5.0;1.0;0.0;1
5.0;1.0;0.0;1
5.0;1.0;0.0;1
1.0;15.0;10.0;-1
4.0;14.0;12.0;1
4.0;21.0;4.0;1
3.0;10.0;11.0;0
4.0;3.0;0.0;1
5.0;10.0;43.0;1
5.0;3.0;3.0;1
4.0;22.0;15.0;1
4.0;5.0;3.0;1
1.0;1.0;0.0;-1
5.0;1.0;0.0;1
1.0;3.0;2.0;-1
5.0;1.0;0.0;1
2.0;3.0;1.0;-1
5.0;1.0;0.0;1
5.0;1.0;0.0;1
5.0;1.0;1.0;1
5.0;2.0;1.0;1
1.0;1.0;0.0;-1
5.0;1.0;2.0;1
1.0;1.0;0.0;-1
5.0;34.0;7628.0;1
2.0;146.0;333.0;-1
5.0;1.0;0.0;1
5.0;1.0;12.0;0
5.0;4.0;3.0;0
5.0;6.0;5.0;1
1.0;3.0;1.0;-1
4.0;1.0;3.0;1
5.0;2.0;1.0;1
5.0;1.0;0.0;1
3.0;43.0;1035.0;-1
4.0;80.0;394.0;1
5.0;15.0;19.0;1
4.0;4.0;6.0;0
5.0;11.0;3.0;1
2.0;4.0;1.0;-1
5.0;1.0;1.0;1
5.0;1.0;0.0;1
5.0;1.0;0.0;1
5.0;1.0;0.0;1
1.0;3.0;1.0;-1
1.0;1.0;1.0;-1
5.0;3.0;123.0;1
1.0;1.0;0.0;-1
1.0;2.0;16.0;-1
1.0;2.0;43.0;-1
3.0;9.0;118.0;-1
1.0;2.0;2.0;-1
3.0;4.0;85.0;-1
3.0;20.0;29.0;0
4.0;17.0;6.0;0
4.0;35.0;77.0;1
3.0;3.0;55.0;0
5.0;7.0;12.0;1
4.0;76.0;211.0;1
1.0;9.0;60.0;-1
5.0;1.0;15.0;1
4.0;26.0;34.0;1
5.0;1.0;0.0;1
5.0;2.0;29.0;1
1.0;24.0;60.0;-1
5.0;4.0;1.0;1
4.0;17.0;4.0;1
5.0;2.0;0.0;1
2.0;6.0;0.0;-1
2.0;1.0;2.0;-1
1.0;2.0;1.0;1
5.0;2.0;1.0;1
5.0;1.0;1.0;1
4.0;10.0;1.0;1
3.0;3.0;0.0;0
5.0;1.0;0.0;1
5.0;1.0;0.0;1
5.0;2.0;2.0;1
2.0;11.0;5.0;0
5.0;1.0;0.0;1
4.0;5.0;1.0;1
1.0;20.0;198.0;-1
5.0;59.0;241.0;1
3.0;2.0;12.0;-1
4.0;4.0;47.0;1
3.0;272.0;1646.0;1
1.0;1.0;1.0;-1
4.0;44.0;872.0;1
1.0;1.0;1.0;-1
4.0;6.0;1.0;1
1.0;12.0;156.0;-1
4.0;2.0;21.0;1
1.0;1.0;0.0;-1
4.0;74.0;64.0;1
1.0;3.0;3.0;-1
2.0;11.0;49.0;-1
3.0;10.0;35.0;1
5.0;2.0;0.0;1
4.0;12.0;119.0;1
4.0;25.0;13.0;0
5.0;6.0;14.0;1
4.0;10.0;4.0;0
5.0;21.0;4.0;1
1.0;1.0;2.0;-1
4.0;5.0;54.0;1
4.0;28.0;34.0;1
4.0;10.0;13.0;1
5.0;5.0;26.0;1
4.0;4.0;2.0;1
4.0;20.0;99.0;1
3.0;19.0;53.0;0
4.0;20.0;10.0;0
1.0;1.0;1.0;-1
4.0;13.0;3.0;1
1.0;1.0;7.0;-1
1.0;1.0;1.0;-1
3.0;13.0;1.0;0
3.0;38.0;399.0;1
4.0;78.0;418.0;1
5.0;3.0;1.0;1
3.0;51.0;133.0;0
4.0;28.0;59.0;1
5.0;161.0;656.0;1
3.0;13.0;31.0;0
5.0;344.0;977.0;1
4.0;8.0;2.0;1
5.0;5.0;2.0;1
1.0;5.0;0.0;-1
4.0;60.0;639.0;1
3.0;63.0;90.0;1
3.0;94.0;207.0;-1
4.0;13.0;12.0;1
4.0;6.0;14.0;1
2.0;71.0;162.0;-1
4.0;36.0;209.0;1
5.0;6.0;47.0;1
4.0;43.0;93.0;1
5.0;2.0;1.0;1
5.0;4.0;5.0;1
4.0;93.0;198.0;1
3.0;39.0;44.0;0
4.0;10.0;8.0;1
2.0;3.0;2.0;-1
1.0;1.0;2.0;1
4.0;11.0;6.0;1
4.0;4.0;12.0;1
1.0;1.0;1.0;-1
4.0;9.0;7.0;1
4.0;7.0;3.0;1
5.0;22.0;14.0;1
5.0;13.0;27.0;1
5.0;9.0;2.0;1
4.0;202.0;1192.0;1
2.0;98.0;407.0;-1
5.0;3.0;32.0;1
1.0;3.0;7.0;-1
2.0;1.0;1.0;-1
4.0;4.0;1.0;0
3.0;10.0;21.0;0
3.0;3.0;22.0;-1
5.0;78.0;76.0;1
4.0;50.0;69.0;1
3.0;26.0;17.0;1
3.0;4.0;3.0;0
5.0;4.0;5.0;1
4.0;65.0;375.0;-1
4.0;10.0;4.0;1
5.0;1.0;1.0;1
3.0;10.0;3.0;1
4.0;29.0;11.0;1
4.0;15.0;8.0;1
4.0;29.0;79.0;1
1.0;2.0;5.0;-1
4.0;12.0;6.0;1
4.0;17.0;5.0;1
2.0;44.0;54.0;-1
3.0;5.0;3.0;1
5.0;4.0;3.0;1
4.0;22.0;46.0;1
5.0;1.0;1.0;1
5.0;1.0;11.0;1
4.0;6.0;47.0;1
5.0;1.0;1.0;1
5.0;1.0;15.0;1
5.0;1.0;2.0;1
5.0;1.0;1.0;1
5.0;1.0;1.0;1
5.0;1.0;1.0;1
5.0;1.0;7.0;1
5.0;1.0;51.0;1
5.0;1.0;2.0;1
5.0;1.0;2.0;1
5.0;1.0;60.0;1
5.0;1.0;1.0;1
5.0;2.0;11.0;1
4.0;25.0;133.0;1
5.0;1.0;1.0;1
5.0;1.0;2.0;1
5.0;1.0;2.0;1
5.0;1.0;2.0;1
5.0;2.0;1.0;1
5.0;1.0;1.0;1
5.0;2.0;3.0;1
5.0;6.0;15.0;1
5.0;1.0;3.0;1
5.0;1.0;3.0;1
5.0;1.0;3.0;1
5.0;1.0;2.0;1
5.0;2.0;3.0;0
5.0;1.0;4.0;1
5.0;1.0;2.0;1
5.0;1.0;3.0;1
5.0;2.0;25.0;1
5.0;1.0;2.0;1
5.0;3.0;7.0;1
5.0;1.0;3.0;1
5.0;15.0;20.0;1
5.0;2.0;22.0;0
5.0;1.0;1.0;1
5.0;3.0;1.0;-1
5.0;5.0;3.0;1
5.0;1.0;4.0;1
5.0;7.0;2.0;1
5.0;1.0;2.0;1
5.0;1.0;1.0;1
5.0;1.0;8.0;1
5.0;2.0;2.0;1
4.0;10.0;7.0;1
5.0;3.0;3.0;1
5.0;1.0;1.0;1
5.0;6.0;2.0;1
5.0;1.0;2.0;1
2.0;2.0;1.0;-1
4.0;43.0;28.0;1
5.0;6.0;39.0;1
5.0;1.0;5.0;1
5.0;1.0;3.0;1
5.0;1.0;4.0;1
5.0;2.0;3.0;1
5.0;1.0;2.0;1
5.0;1.0;2.0;1
5.0;5.0;23.0;1
5.0;1.0;38.0;1
3.0;4.0;41.0;0
5.0;2.0;36.0;1
5.0;1.0;3.0;1
5.0;1.0;4.0;1
5.0;1.0;3.0;1
5.0;4.0;12.0;1
5.0;1.0;3.0;1
5.0;1.0;12.0;1
5.0;1.0;3.0;1
5.0;1.0;3.0;1
5.0;4.0;6.0;1
5.0;1.0;2.0;1
2.0;9.0;6.0;0
5.0;3.0;2.0;1
5.0;1.0;3.0;1
5.0;2.0;27.0;1
5.0;1.0;3.0;1
5.0;1.0;3.0;1
5.0;7.0;12.0;1
5.0;2.0;40.0;1
5.0;2.0;4.0;1
5.0;3.0;5.0;1
5.0;1.0;4.0;1
5.0;1.0;3.0;1
5.0;2.0;44.0;1
5.0;1.0;29.0;1
5.0;1.0;3.0;1
5.0;1.0;2.0;1
5.0;1.0;3.0;1
5.0;1.0;2.0;1
5.0;2.0;2.0;1
5.0;1.0;40.0;1
5.0;1.0;1.0;1
5.0;1.0;26.0;1
5.0;1.0;2.0;1
5.0;1.0;3.0;1
4.0;10.0;1.0;1
5.0;8.0;0.0;1
1.0;12.0;8.0;-1
1.0;1.0;0.0;-1
3.0;1.0;1.0;0
3.0;196.0;615.0;0
1.0;3.0;6.0;-1
3.0;11.0;14.0;-1
4.0;62.0;1193.0;1
2.0;1.0;64.0;-1
1.0;2.0;1.0;-1
1.0;74.0;97.0;-1
1.0;2.0;23.0;-1
1.0;4.0;4.0;-1
5.0;2.0;1.0;1
1.0;3.0;1.0;-1
4.0;74.0;75.0;1
1.0;1.0;0.0;-1
1.0;2.0;2.0;-1
1.0;1.0;1.0;-1
4.0;11.0;1.0;0
5.0;2.0;0.0;1
1.0;1.0;3.0;-1
1.0;4.0;13.0;-1
1.0;2.0;0.0;-1
1.0;15.0;8.0;-1
2.0;4.0;0.0;-1
4.0;11.0;7.0;-1
1.0;9.0;12.0;-1
3.0;54.0;71.0;0
3.0;5.0;18.0;-1
4.0;76.0;2347.0;0
3.0;10.0;24.0;1
1.0;12.0;64.0;-1
4.0;42.0;6.0;1
3.0;98.0;6931.0;-1
3.0;10.0;2.0;0
1.0;2.0;1.0;-1
3.0;1.0;1.0;-1
3.0;5.0;43.0;-1
1.0;5.0;0.0;-1
1.0;1.0;83.0;-1
3.0;1.0;0.0;1
5.0;1.0;1.0;1
4.0;8.0;18.0;1
2.0;1.0;0.0;-1
1.0;6.0;65.0;0
2.0;4.0;16.0;-1
5.0;77.0;306.0;1
1.0;2.0;0.0;-1
4.0;4.0;0.0;-1
1.0;4.0;1.0;-1
5.0;3.0;1.0;1
1.0;1.0;1.0;1
1.0;3.0;14.0;-1
5.0;2.0;1.0;1
2.0;1.0;1.0;-1
1.0;2.0;1.0;-1
4.0;9.0;1.0;-1
1.0;2.0;1.0;-1
1.0;9.0;4.0;-1
5.0;1.0;1.0;1
1.0;4.0;1.0;-1
4.0;231.0;407.0;1
3.0;1.0;0.0;1
5.0;2.0;0.0;1
1.0;9.0;5.0;-1
1.0;1.0;2.0;-1
4.0;1.0;0.0;1
5.0;1.0;0.0;0
5.0;1.0;1.0;1
5.0;3.0;4.0;1
1.0;3.0;11.0;-1
5.0;0.0;1.0;1
3.0;4.0;9.0;1
1.0;1.0;3.0;-1
4.0;0.0;1.0;-1
4.0;0.0;0.0;0
4.0;0.0;1.0;-1
1.0;0.0;0.0;-1
5.0;0.0;0.0;1
2.0;0.0;3.0;-1
5.0;1.0;16.0;1
5.0;0.0;0.0;1
5.0;1.0;2.0;1
1.0;2.0;2.0;-1
3.0;0.0;0.0;-1
5.0;1.0;29.0;1
1.0;1.0;6.0;-1
4.0;0.0;0.0;1
2.0;3.0;0.0;-1
5.0;0.0;0.0;1
4.0;2.0;0.0;1
5.0;1.0;1.0;1
5.0;4.0;2.0;1
5.0;7.0;1.0;1
5.0;1.0;1.0;0
4.0;2.0;1.0;1
4.0;61.0;138.0;0
2.0;1.0;0.0;-1
4.0;4.0;5.0;1
5.0;5.0;22.0;1
5.0;10.0;4.0;1
3.0;1.0;2.0;-1
5.0;2.0;1.0;1
4.0;14.0;143.0;1
4.0;46.0;43.0;1
3.0;21.0;8.0;0
4.0;19.0;2.0;1
4.0;2.0;1.0;1
1.0;1.0;1.0;-1
1.0;17.0;3.0;0
5.0;19.0;15.0;1
5.0;4.0;6.0;1
5.0;6.0;99.0;1
5.0;15.0;94.0;1
3.0;1.0;1.0;0
1.0;2.0;1.0;-1
4.0;129.0;286.0;1
5.0;4.0;2.0;1
4.0;3.0;6.0;1
4.0;146.0;333.0;1
4.0;122.0;857.0;1
1.0;4.0;0.0;-1
4.0;2.0;0.0;1
4.0;3.0;0.0;1
3.0;13.0;25.0;-1
3.0;57.0;457.0;1
4.0;82.0;512.0;1
4.0;1.0;1.0;1
3.0;1.0;5.0;1
4.0;20.0;54.0;1
5.0;32.0;183.0;1
3.0;126.0;277.0;0
5.0;40.0;116.0;1
5.0;1.0;6.0;1
5.0;3.0;28.0;1
4.0;12.0;39.0;0
4.0;293.0;1496.0;1
5.0;1.0;11.0;1
5.0;18.0;41.0;1
5.0;92.0;1088.0;1
3.0;58.0;150.0;1
5.0;85.0;301.0;1
1.0;2.0;2.0;-1
1.0;9.0;4.0;-1
3.0;81.0;872.0;1
5.0;30.0;79.0;1
1.0;10.0;3.0;-1
5.0;1.0;558.0;1
3.0;10.0;18.0;1
4.0;59.0;226.0;1
5.0;2.0;15.0;1
5.0;3.0;6.0;1
1.0;28.0;64.0;-1
4.0;62.0;516.0;1
5.0;1.0;4.0;1
5.0;5.0;5.0;1
5.0;5.0;12.0;1
5.0;1.0;4.0;1
5.0;210.0;3025.0;1
5.0;1.0;6.0;1
4.0;77.0;306.0;1
4.0;14.0;16.0;1
5.0;15.0;228.0;1
3.0;46.0;23.0;1
5.0;99.0;239.0;1
4.0;77.0;323.0;1
2.0;155.0;1803.0;-1
5.0;2.0;20.0;1
5.0;17.0;12.0;1
4.0;62.0;189.0;1
4.0;90.0;289.0;1
3.0;29.0;54.0;-1
4.0;24.0;17.0;1
4.0;27.0;21.0;1
3.0;20.0;424.0;1
4.0;197.0;1383.0;1
4.0;3.0;99.0;1
4.0;12.0;4.0;1
5.0;99.0;2972.0;1
5.0;60.0;319.0;1
5.0;24.0;190.0;1
5.0;12.0;31.0;1
5.0;5.0;128.0;1
5.0;85.0;192.0;1
4.0;26.0;12.0;1
4.0;100.0;1224.0;1
4.0;120.0;498.0;1
4.0;74.0;447.0;1
5.0;14.0;88.0;1
5.0;2.0;6.0;1
5.0;5.0;43.0;1
5.0;29.0;274.0;1
5.0;2.0;176.0;1
4.0;13.0;6.0;1
4.0;93.0;156.0;1
5.0;115.0;4025.0;1
4.0;3.0;12.0;1
1.0;6.0;0.0;-1
5.0;1.0;51.0;1
1.0;3.0;1.0;-1
1.0;1.0;1.0;-1
1.0;6.0;1.0;-1
1.0;1.0;0.0;-1
1.0;5.0;8.0;-1
2.0;1.0;0.0;-1
1.0;3.0;0.0;-1
1.0;2.0;0.0;-1
4.0;1.0;34.0;0
1.0;6.0;0.0;-1
5.0;1.0;2.0;1
5.0;1.0;0.0;1
1.0;1.0;1.0;-1
1.0;1.0;0.0;-1
1.0;20.0;10.0;-1
5.0;3.0;0.0;1
1.0;29.0;131.0;-1
1.0;1.0;0.0;-1
1.0;1.0;4.0;-1
1.0;1.0;1.0;-1
3.0;1.0;0.0;0
4.0;1.0;1.0;1
1.0;43.0;24.0;-1
1.0;1.0;0.0;-1
2.0;24.0;8.0;-1
1.0;2.0;1.0;-1
5.0;1.0;0.0;1
2.0;7.0;1.0;0
1.0;1.0;2.0;-1
1.0;1.0;0.0;-1
2.0;2.0;0.0;-1
5.0;17.0;2.0;1
1.0;1.0;1.0;-1
1.0;1.0;0.0;-1
1.0;166.0;980.0;0
1.0;1.0;0.0;-1
1.0;1.0;0.0;-1
3.0;1.0;0.0;1
1.0;1.0;0.0;-1
2.0;7.0;1.0;-1
3.0;5.0;0.0;-1
1.0;1.0;2.0;-1
1.0;1.0;1.0;-1
1.0;1.0;0.0;-1
4.0;1.0;0.0;-1
1.0;13.0;1.0;-1
1.0;2.0;4.0;-1
1.0;4.0;1.0;-1
1.0;2.0;0.0;-1
2.0;1.0;0.0;-1
1.0;7.0;0.0;-1
1.0;2.0;1.0;-1
5.0;7.0;0.0;-1
1.0;2.0;1.0;-1
1.0;14.0;4.0;-1
2.0;1.0;1.0;-1
1.0;4.0;0.0;-1
2.0;2.0;0.0;0
5.0;2.0;97.0;1
1.0;14.0;4.0;-1
3.0;3.0;66.0;1
5.0;1.0;0.0;-1
1.0;11.0;116.0;-1
5.0;1.0;0.0;1
2.0;1.0;0.0;-1
1.0;1.0;1.0;-1
1.0;1.0;1.0;-1
5.0;6.0;1.0;1
1.0;4.0;2.0;-1
2.0;3.0;66.0;0
5.0;1.0;1.0;1
1.0;2.0;0.0;-1
1.0;5.0;5.0;-1
5.0;2.0;0.0;1
5.0;1.0;1.0;1
5.0;1.0;0.0;-1
1.0;10.0;68.0;-1
5.0;2.0;0.0;0
1.0;2.0;7.0;-1
5.0;2.0;1.0;1
1.0;5.0;33.0;-1
3.0;4.0;0.0;-1
2.0;2.0;0.0;-1
1.0;2.0;1.0;-1
5.0;1.0;1.0;1
3.0;12.0;17.0;0
1.0;1.0;1.0;-1
5.0;2.0;0.0;0
5.0;1.0;1.0;1
5.0;1.0;0.0;1
5.0;2.0;0.0;1
1.0;26.0;19.0;-1
1.0;1.0;0.0;-1
5.0;5.0;13.0;1
5.0;5.0;13.0;1
5.0;3.0;0.0;1
5.0;1.0;0.0;1
5.0;1.0;0.0;1
3.0;18.0;41.0;1
4.0;2.0;11.0;1
4.0;8.0;9.0;1
5.0;6.0;1.0;1
4.0;10.0;6.0;0
4.0;92.0;727.0;1
1.0;1.0;0.0;-1
1.0;4.0;1.0;-1
1.0;2.0;0.0;-1
4.0;3.0;0.0;1
4.0;20.0;10.0;0
4.0;37.0;20.0;1
4.0;99.0;106.0;0
5.0;3.0;2.0;-1
3.0;10.0;7.0;0
4.0;92.0;493.0;1
4.0;7.0;2.0;1
3.0;1.0;0.0;0
5.0;1.0;0.0;1
4.0;71.0;162.0;1
5.0;43.0;1035.0;1
2.0;2.0;1.0;-1
4.0;8.0;16.0;1
5.0;50.0;69.0;1
4.0;175.0;1302.0;1
3.0;42.0;11.0;0
3.0;39.0;209.0;0
4.0;27.0;15.0;0
4.0;5.0;4.0;1
5.0;5.0;29.0;1
3.0;29.0;11.0;-1
4.0;34.0;36.0;1
1.0;2.0;1.0;-1
5.0;45.0;381.0;1
5.0;5.0;2.0;1
4.0;70.0;776.0;1
4.0;111.0;1013.0;1
4.0;16.0;30.0;0
4.0;50.0;126.0;1
4.0;16.0;22.0;0
3.0;330.0;1859.0;1
4.0;8.0;22.0;1
5.0;35.0;72.0;1
2.0;4.0;4.0;-1
4.0;122.0;857.0;1
4.0;16.0;27.0;1
4.0;189.0;2321.0;1
4.0;135.0;255.0;1
3.0;15.0;13.0;1
3.0;2.0;1.0;0
4.0;124.0;875.0;0
4.0;2.0;2.0;1
5.0;3.0;2.0;1
5.0;2.0;1.0;1
5.0;21.0;44.0;1
4.0;6.0;6.0;1
5.0;12.0;7.0;1
1.0;87.0;1165.0;-1
4.0;161.0;1783.0;1
5.0;18.0;116.0;1
4.0;22.0;238.0;1
4.0;15.0;26.0;1
4.0;4.0;84.0;1
5.0;179.0;1598.0;1
4.0;91.0;126.0;0
5.0;76.0;860.0;1
4.0;51.0;232.0;1
3.0;86.0;216.0;0
4.0;5.0;1.0;0
5.0;5.0;65.0;1
3.0;59.0;501.0;0
4.0;8.0;128.0;1
1.0;18.0;71.0;-1
4.0;8.0;94.0;1
2.0;1.0;93.0;-1
5.0;32.0;183.0;1
2.0;83.0;340.0;-1
3.0;47.0;145.0;1
5.0;18.0;15.0;1
4.0;5.0;0.0;1
5.0;3.0;6.0;1
4.0;54.0;257.0;1
5.0;3.0;41.0;1
3.0;46.0;23.0;1
4.0;41.0;256.0;1
5.0;3.0;5.0;1
4.0;25.0;86.0;1
5.0;23.0;26.0;1
4.0;74.0;1738.0;1
4.0;57.0;310.0;1
4.0;94.0;278.0;1
2.0;4.0;3.0;-1
4.0;2.0;2.0;1
3.0;18.0;99.0;-1
1.0;2.0;1.0;-1
4.0;8.0;9.0;1
5.0;5.0;1.0;1
4.0;14.0;13.0;1
5.0;126.0;216.0;1
4.0;22.0;68.0;0
3.0;26.0;6.0;0
4.0;189.0;2860.0;1
3.0;76.0;64.0;1
3.0;8.0;7.0;0
1.0;5.0;4.0;-1
2.0;11.0;14.0;-1
4.0;7.0;18.0;1
4.0;56.0;320.0;1
4.0;11.0;3.0;1
4.0;12.0;20.0;1
2.0;24.0;25.0;-1
5.0;5.0;7.0;1
5.0;1.0;1.0;1
1.0;14.0;74.0;-1
3.0;1.0;0.0;0
1.0;1.0;0.0;-1
4.0;13.0;27.0;1
1.0;5.0;3.0;-1
1.0;1.0;1.0;-1
5.0;2.0;0.0;1
5.0;5.0;0.0;1
3.0;3.0;13.0;0
3.0;40.0;30.0;0
2.0;1.0;7.0;-1
3.0;1.0;3.0;0
1.0;2.0;1.0;-1
4.0;4.0;1.0;1
2.0;2.0;1.0;-1
2.0;1.0;0.0;-1
5.0;1.0;2.0;1
3.0;119.0;598.0;0
1.0;1.0;1.0;-1
5.0;17.0;2.0;1
4.0;145.0;1070.0;1
1.0;74.0;1738.0;-1
4.0;1.0;0.0;1
1.0;3.0;1.0;-1
3.0;86.0;145.0;1
5.0;1.0;9.0;1
1.0;1.0;0.0;-1
4.0;7.0;7.0;1
1.0;1.0;0.0;-1
1.0;2.0;2.0;-1
3.0;49.0;91.0;-1
3.0;85.0;668.0;0
3.0;27.0;4.0;0
4.0;3.0;2.0;1
1.0;2.0;0.0;-1
1.0;10.0;50.0;-1
1.0;3.0;14.0;-1
1.0;2.0;1.0;-1
1.0;2.0;0.0;-1
5.0;139.0;685.0;0
1.0;1.0;0.0;-1
2.0;1.0;1.0;-1
2.0;3.0;10.0;-1
1.0;3.0;2.0;-1
1.0;5.0;0.0;-1
3.0;150.0;233.0;0
1.0;9.0;26.0;-1
3.0;139.0;259.0;0
2.0;3.0;1.0;-1
1.0;2.0;0.0;-1
